GeneID,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,pan_gene_symbol,product,TIGRFAM Meta Role,TIGRFAM Main Role,TIGRFAM Sub Role,TIGRFAM function,TIGRFAM,TIGRFAM HMM score
SAUSA300_RS06345,810.8594043504137,-1.2487933123423116,0.0828105519580189,-3.004367275180562,0.0026613384652611847,0.018322532586715828,-,3-oxoacyl-ACP reductase,NA,NA,NA,acetoacetyl-CoA reductase,TIGR01829,142.7
SAUSA300_RS06370,18541.784985387567,2.065688720001626,0.08817760417535908,12.085707362634706,1.2568380078029027e-33,2.645689216425391e-32,recA,DNA recombination/repair protein RecA,Genetic information processing,DNA metabolism,"DNA replication, recombination, and repair",protein RecA,TIGR02012,565.3
SAUSA300_RS06380,3101.2004825877493,1.7411979788822924,0.1222261601341731,6.064151717346323,1.3265189321068705e-9,1.4646771303187559e-8,-,hypothetical protein,NA,NA,NA,NA,NA,NA
SAUSA300_RS06435,2537.2443453757064,3.13311441068077,0.08657186439387078,24.639811393871202,4.732504096219173e-134,4.774933443288724e-132,glpF,aquaporin family protein,Metabolism,Transport and binding proteins,Unknown substrate,MIP family channel proteins,TIGR00861,196.8
SAUSA300_RS06440,1804.0709588218883,2.391214633770276,0.11512040293552203,12.08486591685649,1.2697713767412759e-33,2.653822177389266e-32,glpK,glycerol kinase,Metabolism,Energy metabolism,Other,glycerol kinase,TIGR01311,760.2
SAUSA300_RS06445,2043.0463987108963,2.3807595571689593,0.142179873625068,9.711357324807151,2.6972107953003636e-22,4.6152273608472885e-21,glpD,aerobic glycerol-3-phosphate dehydrogenase,Metabolism,Energy metabolism,Anaerobic,"glycerol-3-phosphate dehydrogenase, anaerobic, A subunit",TIGR03377,175.5
SAUSA300_RS06565,197.23277616061665,1.680263985243474,0.18703434048934647,3.6371074074614764,2.7571697921666756e-4,0.0020954490420466735,-,hypothetical protein,NA,NA,NA,NA,NA,NA
SAUSA300_RS06635,1268.3268848540163,2.0030321899332164,0.12645777510495798,7.931755790426609,2.160690096482184e-15,2.9269348251420694e-14,-,hypothetical protein,NA,NA,NA,NA,NA,NA
SAUSA300_RS06640,2006.3679659603663,-3.27112534310796,0.14923274874525855,-15.218679292604792,2.6584366078408182e-52,8.019160324270344e-51,thrD,aspartate kinase,Metabolism,Amino acid biosynthesis,Aspartate family,aspartate kinase,TIGR00657,285.2
SAUSA300_RS06645,4791.294683123027,-3.7557031897026953,0.17899483101585845,-15.39543446066634,1.7564083186114539e-53,5.375315213788077e-52,hom,homoserine dehydrogenase,Signal transduction,Regulatory functions,Protein interactions,Phr family secreted Rap phosphatase inhibitor,TIGR04429,12.4
SAUSA300_RS06650,5313.242748830654,-3.435357988910652,0.13134499828410032,-18.541688078924423,9.518649033509244e-77,4.641927845341341e-75,thrC,threonine synthase,Metabolism,Amino acid biosynthesis,Aspartate family,threonine synthase,TIGR00260,352.3
SAUSA300_RS06655,4351.096244686136,-3.878753597648384,0.12005802381533522,-23.978019179095263,4.715921047463314e-127,4.181449995417472e-125,thrB,homoserine kinase,Metabolism,Amino acid biosynthesis,Aspartate family,homoserine kinase,TIGR00191,260.2
SAUSA300_RS06660,5221.436179989272,-1.7116981404291078,0.09922741469056916,-7.172394268745869,7.369732956880733e-13,9.215315654629498e-12,-,HAD family phosphatase,NA,Unknown function,Enzymes of unknown specificity,Cof-like hydrolase,TIGR00099,186.2
SAUSA300_RS06665,1341.6704278886684,1.6912780784228794,0.10052704780853483,6.876538140655407,6.132452209834973e-12,7.445458575094245e-11,-,hypothetical protein,NA,NA,NA,NA,NA,NA
SAUSA300_RS06675,2892.8228702110537,-1.6297819786971288,0.10968784927687612,-5.74158380211669,9.379512119821592e-9,1.0052912989962629e-7,-,gamma-aminobutyrate permease,Metabolism,Transport and binding proteins,"Amino acids, peptides and amines",amino acid permease (yeast),TIGR00913,396.2
SAUSA300_RS06710,11900.552682525098,2.4407447547102006,0.11170704077069496,12.897528613864804,4.647644421220483e-38,1.0460775058839335e-36,lexA,LexA repressor,Genetic information processing; Signal transduction,DNA metabolism; Regulatory functions,"DNA replication, recombination, and repair; DNA interactions",repressor LexA,TIGR00498,250.9
SAUSA300_RS06715,2186.7102091051675,2.7993222901876686,0.09827234362363729,18.309548992529376,6.944255168967027e-75,3.174826660062113e-73,NA,hypothetical protein,NA,NA,NA,NA,NA,NA
SAUSA300_RS06720,884.9350105467371,1.6169623130283246,0.17987840828826718,3.4298853258674673,6.038363873441717e-4,0.004417063173422616,-,hypothetical protein,Genetic information processing,DNA metabolism,"DNA replication, recombination, and repair",DNA (cytosine-5-)-methyltransferase,TIGR00675,14.4
SAUSA300_RS06745,857.6848156729665,2.3395052555595877,0.09677547209077499,13.84137144072144,1.4344344993182507e-43,3.618237366383795e-42,sbcD,exonuclease sbcCD subunit D,Genetic information processing,DNA metabolism,"DNA replication, recombination, and repair","exonuclease SbcCD, D subunit",TIGR00619,185
SAUSA300_RS06750,4771.47080190895,2.535926334043432,0.13695430010680792,11.214882138389182,3.4464522516765034e-29,6.67835714463937e-28,sbcC,nuclease SbcCD subunit C,Genetic information processing,DNA metabolism,"DNA replication, recombination, and repair",exonuclease SbcC,TIGR00618,262.3
SAUSA300_RS06765,69260.86313691661,2.411680024051944,0.1474488683831704,9.574030913438135,1.0281698221910038e-21,1.719099942703358e-20,citB,aconitate hydratase,Metabolism,Energy metabolism,TCA cycle,aconitate hydratase 1,TIGR01341,1440.3
SAUSA300_RS06840,7068.057581964255,2.691211597110207,0.15565354675308946,10.865230072739344,1.6879717438831238e-27,3.1660290529500126e-26,-,DNA repair protein MucB,NA,NA,NA,NA,NA,NA
SAUSA300_RS06845,4491.618804543311,1.8716663004723975,0.14716661045934887,5.922989581343749,3.1614088064793903e-9,3.4168051251534545e-8,tyrA,prephenate dehydrogenase,Metabolism,Amino acid biosynthesis,Serine family,phosphoglycerate dehydrogenase,TIGR01327,23.8
SAUSA300_RS06850,5053.15316878222,2.3843586747104255,0.14422809643063975,9.59839801654855,8.119656146543679e-22,1.3654088439532646e-20,-,aminopeptidase,NA,NA,NA,"hydrolase, peptidase M42 family",TIGR03106,328
SAUSA300_RS06865,89.1075517938354,-2.010083169595386,0.20677630366079292,-4.884907756414784,1.0347728673430862e-6,1.0058954849986279e-5,trpD,anthranilate phosphoribosyltransferase,Metabolism,Amino acid biosynthesis,Aromatic amino acid family,anthranilate phosphoribosyltransferase,TIGR01245,293.8
SAUSA300_RS06875,25.243970373134246,-2.6452622428120027,0.44967877845955256,-3.6587500269594995,2.5344840086729143e-4,0.0019362663732054692,trpF,N-(5'-phosphoribosyl)anthranilate isomerase,NA,NA,NA,His-Xaa-Ser system putative quinone modification maturase,TIGR03981,12.3
SAUSA300_RS06880,68.99700648592305,-2.0197490841238896,0.23664367918634296,-4.309217502153934,1.63833183926574e-5,1.4615118785644984e-4,trpB,tryptophan synthase subunit beta,Metabolism,Amino acid biosynthesis,Aromatic amino acid family,"tryptophan synthase, beta subunit",TIGR00263,650.9
SAUSA300_RS06990,431.4291962348142,-1.3812872708741943,0.12465875120696143,-3.0586482471749785,0.0022233804159521725,0.015526518131446437,lysC,aspartate kinase,Metabolism,Amino acid biosynthesis,Aspartate family,aspartate kinase,TIGR00657,354
SAUSA300_RS06995,1981.0634124901453,-2.604759109680482,0.11254695079276963,-14.258574740379165,3.964691490431366e-46,1.074137713055757e-44,asd,aspartate-semialdehyde dehydrogenase,Metabolism,Amino acid biosynthesis,Aspartate family,aspartate-semialdehyde dehydrogenase,TIGR01296,379.1
SAUSA300_RS07000,2284.174973965126,-2.8766195819273284,0.11059875619922217,-16.967818142068097,1.421149652783285e-64,5.197854855054866e-63,dapA,4-hydroxy-tetrahydrodipicolinate synthase,Metabolism,Amino acid biosynthesis,Aspartate family,4-hydroxy-tetrahydrodipicolinate synthase,TIGR00674,282
SAUSA300_RS07005,1942.5567495215703,-2.993066737519765,0.10977131379764704,-18.15653533302693,1.1399580388047104e-73,5.053813972034216e-72,dapB,4-hydroxy-tetrahydrodipicolinate reductase,Metabolism,Amino acid biosynthesis,Aspartate family,4-hydroxy-tetrahydrodipicolinate reductase,TIGR00036,165.6
SAUSA300_RS07010,2075.642574969951,-2.7450611330331336,0.11552364104444503,-15.105662505579806,1.4860526457193564e-51,4.392111152903875e-50,dapD,"2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase",NA,NA,NA,"2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase",TIGR03532,376.9
SAUSA300_RS07015,1069.822375959316,-2.7230626159722173,0.10897187221710689,-15.811994241406852,2.571948188432828e-56,8.269802636653246e-55,dapI,hydrolase,Genetic information processing,Protein fate,"Degradation of proteins, peptides, and glycopeptides",amidohydrolase,TIGR01891,279.6
SAUSA300_RS07020,861.3283636015206,-2.8760766492187693,0.12001245117501397,-15.632350067435,4.383339387017643e-55,1.3791022630552283e-53,alr2,alanine racemase 2,Cell structure,Cell envelope,Biosynthesis and degradation of murein sacculus and peptidoglycan,alanine racemase,TIGR00492,148.9
SAUSA300_RS07025,1894.7679644370967,-1.379782123544564,0.09362355768480564,-4.056480366011551,4.981774817988885e-5,4.1886991716768614e-4,lysA,diaminopimelate decarboxylase,Metabolism,Amino acid biosynthesis,Aspartate family,diaminopimelate decarboxylase,TIGR01048,461.8
SAUSA300_RS07075,588.5342823737794,-1.5041350088065102,0.11267914236670426,-4.4740756649162945,7.674256488688212e-6,6.995288001838538e-5,brnQ3,branched-chain amino acid transport system II carrier protein,Metabolism,Transport and binding proteins,"Amino acids, peptides and amines",branched-chain amino acid transport system II carrier protein,TIGR00796,520.7
SAUSA300_RS07090,1096.6204327011505,1.479983068212714,0.11160166864494966,4.300859243778294,1.7013710880770595e-5,1.5085490314283262e-4,-,hypothetical protein,NA,NA,NA,SH3 domain protein,TIGR04211,12.3
SAUSA300_RS07095,2528.228459608548,1.2344804669562308,0.08594478377037558,2.7282687403427293,0.006366771518465137,0.0409432383802835,-,hypothetical protein,Metabolism,Energy metabolism,Other,"2,3-dihydroxybiphenyl 1,2-dioxygenase",TIGR03213,17
SAUSA300_RS07100,13467.162032937607,2.4041650896053333,0.07274550652624823,19.302430578288416,5.1241314715825685e-83,2.6773586939018922e-81,sucB,dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex,Metabolism,Energy metabolism,TCA cycle,"dihydrolipoyllysine-residue succinyltransferase, E2 component of oxoglutarate dehydrogenase (succinyl-transferring) complex",TIGR01347,610.9
SAUSA300_RS07105,22569.184350221698,2.431808946041171,0.0963330587455736,14.86311100971826,5.720578361036008e-50,1.6250885713001318e-48,sucA,2-oxoglutarate dehydrogenase E1 component,Metabolism,Energy metabolism,TCA cycle,"oxoglutarate dehydrogenase (succinyl-transferring), E1 component",TIGR00239,1033.1
SAUSA300_RS07125,105.51329428417534,2.300570449986768,0.19572146781235047,6.645006623564157,3.0320344007884656e-11,3.6002624973321413e-10,NA,hypothetical protein,NA,NA,NA,NA,NA,NA
SAUSA300_RS07235,2710.904683154502,-1.6020796195466283,0.09501504381706122,-6.336676755165763,2.347738176423949e-10,2.715210238820741e-9,ebh,hyperosmolarity resistance protein Ebh,NA,NA,NA,hyperosmolarity resistance protein Ebh,TIGR04264,3947.8
SAUSA300_RS07385,1636.9981561918653,-1.4320737882229264,0.06989101378938446,-6.182107896230757,6.325126865371847e-10,7.173380313208536e-9,aroA,3-phosphoshikimate 1-carboxyvinyltransferase,Metabolism,Amino acid biosynthesis,Aromatic amino acid family,3-phosphoshikimate 1-carboxyvinyltransferase,TIGR01356,379.1
SAUSA300_RS07390,1067.4094098216176,-1.4870983858926763,0.09490039590176856,-5.132732917119461,2.855650010059218e-7,2.8713511784994063e-6,aroB,3-dehydroquinate synthase,Metabolism,Amino acid biosynthesis,Aromatic amino acid family,3-dehydroquinate synthase,TIGR01357,376
SAUSA300_RS07400,33.838760508989225,3.956868203864872,0.3880039799646416,7.6207161692885945,2.5227210522061802e-14,3.35521899943422e-13,NA,hypothetical protein,NA,NA,NA,NA,NA,NA
SAUSA300_RS07405,2025.4482411359488,1.9985704372162063,0.07552618559804875,13.221512900580072,6.592446030618588e-40,1.5556046036766121e-38,ndk,nucleoside-diphosphate kinase,NA,NA,NA,NA,NA,NA
SAUSA300_RS07500,2807.78463244201,1.7349533446516576,0.13256133481193055,5.5442512380730165,2.9521470318969984e-8,3.0849936483323633e-7,fer,ferredoxin,Metabolism,Energy metabolism,Electron transport,"NADH-quinone oxidoreductase, chain I",TIGR01971,14.6
SAUSA300_RS07680,110.78691260198956,-1.6167616448879967,0.17765390249336713,-3.471703330080374,5.171675183526735e-4,0.003802090851004831,-,ATP-dependent helicase,NA,NA,NA,NA,NA,NA
SAUSA300_RS07695,109.885945914291,-1.6254838017869213,0.17981781492981322,-3.4784306662332716,5.043588937622142e-4,0.003726651826131916,NA,hypothetical protein,NA,NA,NA,NA,NA,NA
SAUSA300_RS15355,1105.128420833258,1.4921146373336718,0.16660440337440494,2.9537913006282177,0.0031389620454882585,0.021359541732787545,NA,hypothetical protein,Cellular processes,Cellular processes,Detoxification,formyl-CoA transferase,TIGR03253,18.3
SAUSA300_RS07865,1337.01895489601,2.0436217924101396,0.19153450566145658,5.448740365638215,5.072780120347979e-8,5.226392476104995e-7,-,hypothetical protein,Cellular processes,Cellular processes,Sporulation and germination,"sporulation lipoprotein, YhcN/YlaJ family",TIGR02898,12
SAUSA300_RS07950,941.1817034361108,2.295072120691398,0.08788642045759867,14.735747729266244,3.799683800396664e-49,1.0588452190438703e-47,malA,alpha-glucosidase,NA,NA,NA,"alpha,alpha-phosphotrehalase",TIGR02403,597.7
SAUSA300_RS07955,282.15665396276887,2.2291205534545173,0.13811797969072598,8.899062643449941,5.632030164416747e-19,8.5385079072971e-18,malR,LacI family transcriptional regulator,Signal transduction,Regulatory functions,DNA interactions,catabolite control protein A,TIGR01481,117.9
SAUSA300_RS08070,1620.3574148875211,1.5548751065189417,0.1541578698108995,3.5993952640860254,3.1895806459405086e-4,0.0024037707142674615,-,hypothetical protein,NA,NA,NA,NA,NA,NA
SAUSA300_RS08165,21344.15566793839,2.1897258782750457,0.09417681427261862,12.632895765948115,1.390647255166397e-36,3.0365924392663265e-35,gcvPB,glycine dehydrogenase,Metabolism,Energy metabolism,Amino acids and amines,glycine dehydrogenase,TIGR00461,404.2
SAUSA300_RS08170,16440.46657617463,2.4254453808798417,0.09533346849912654,14.952203075385869,1.5068061590098464e-50,4.365262199270109e-49,gcvPA,glycine dehydrogenase,Metabolism,Energy metabolism,Amino acids and amines,glycine dehydrogenase,TIGR00461,316.7
SAUSA300_RS08175,10331.392108121861,2.8043643546285013,0.13069759137356501,13.805643513897635,2.3565864856574793e-43,5.893480390627166e-42,gcvT,aminomethyltransferase,Metabolism,Energy metabolism,Amino acids and amines,glycine cleavage system T protein,TIGR00528,442
SAUSA300_RS08180,1452.864794544459,1.59205331711725,0.07314878016520837,8.093823516674954,5.782044652447573e-16,8.094862513426602e-15,aroK,shikimate kinase,NA,NA,NA,"carbohydrate kinase, thermoresistant glucokinase family",TIGR01313,19.5
SAUSA300_RS08445,132.4784301082224,-1.4719139660083858,0.17682317605198383,-2.668846791156205,0.007611215997030243,0.0483089327707386,comEA,competence protein ComE,Cellular processes,Cellular processes,DNA transformation,comEA protein,TIGR01259,116.3
SAUSA300_RS08515,4528.5136510191805,1.4145475646027628,0.10129657284527202,4.092414510765076,4.269046516872277e-5,3.6311715431303147e-4,-,divalent metal cation transporter,NA,NA,NA,NA,NA,NA
SAUSA300_RS08910,4077.2525165558745,5.6563760263662255,0.11246568604576235,41.40263746287506,0,0,gapB,aldehyde dehydrogenase,Metabolism,Energy metabolism,Glycolysis/gluconeogenesis,"glyceraldehyde-3-phosphate dehydrogenase, type I",TIGR01534,412.6
SAUSA300_RS08935,2805.5269846310925,1.3062218882170746,0.0676878475195071,4.52403052303922,6.0672968626530185e-6,5.6002872618683695e-5,phoR,sensor histidine kinase,Signal transduction,Signal transduction,Two-component systems,phosphate regulon sensor kinase PhoR,TIGR02966,307.5
SAUSA300_RS08950,36721.96786242838,3.125112466896101,0.08244008920784116,25.777658507118336,1.578990476334092e-146,1.7769715899052126e-144,citC,isocitrate dehydrogenase (NADP(+)),Metabolism,Energy metabolism,TCA cycle,"isocitrate dehydrogenase, NADP-dependent",TIGR00183,700
SAUSA300_RS08955,12621.01615453621,3.4764251759584215,0.13397516941267737,18.48421007276659,2.767217016441283e-76,1.3059479016301926e-74,citZ,citrate synthase,NA,NA,NA,2-methylcitrate synthase/citrate synthase II,TIGR01800,490.6
SAUSA300_RS09015,5966.847125913289,1.329551495131957,0.0852814946246388,3.864279074639315,1.1141777967377734e-4,9.005757550427418e-4,uspA2,universal stress protein,NA,Unknown function,Enzymes of unknown specificity,"HAD hydrolase, family IIIA",TIGR01662,14
SAUSA300_RS09035,2822.5659985299385,3.3757118388216876,0.20487479438298192,11.595920552240603,4.321934192609402e-31,8.843342271031545e-30,ald2,alanine dehydrogenase,Metabolism,Energy metabolism,Amino acids and amines,alanine dehydrogenase,TIGR00518,575.8
SAUSA300_RS09040,7126.444454564828,1.3822296367312559,0.09840502455487998,3.8842491880898655,1.0264659165855355e-4,8.366126105652581e-4,uspA1,universal stress protein UspA,Genetic information processing,DNA metabolism,"DNA replication, recombination, and repair",deoxyribodipyrimidine photolyase,TIGR00591,16.1
SAUSA300_RS09110,1171.6749079774825,-2.389972766996246,0.160217884069864,-8.675515689560221,4.116806335648255e-18,5.992923053784473e-17,-,alanine--glyoxylate aminotransferase family protein,NA,NA,NA,2-aminoethylphosphonate aminotransferase,TIGR03301,171.9
SAUSA300_RS09115,1684.0859908558084,-2.8186536589207756,0.14007787750461703,-12.983161162338655,1.5245588230326558e-38,3.4850461845262118e-37,serA,D-3-phosphoglycerate dehydrogenase,Metabolism,Amino acid biosynthesis,Serine family,phosphoglycerate dehydrogenase,TIGR01327,745.7
SAUSA300_RS09165,16467.99946234221,3.5203961640236785,0.10531345607589816,23.932327908859612,1.4117107003653368e-126,1.2149016203732282e-124,fhs,formate--tetrahydrofolate ligase,NA,NA,NA,NA,NA,NA
SAUSA300_RS09170,3653.9998692654062,4.2731374213666555,0.18779299806221067,17.429496600732445,4.927786980286854e-68,1.97516502798895e-66,acsA,acetate--CoA ligase,NA,NA,NA,acetate--CoA ligase,TIGR02188,543.7
SAUSA300_RS09175,798.4252073113398,1.981277998828315,0.13391760727930127,7.327475593121536,2.345283642471564e-13,2.9966375274549325e-12,acuA,hypothetical protein,NA,NA,NA,NA,NA,NA
SAUSA300_RS09180,1392.7644185945962,2.935483326036194,0.10590369428031313,18.275881112449436,1.2879299447852676e-74,5.79766618221799e-73,acuC,acetoin utilization protein AcuC,NA,NA,NA,NA,NA,NA
SAUSA300_RS09195,3697.2248141266273,-1.2791811989233983,0.09382135260916362,-2.975668023956099,0.0029235114824666,0.019986435975928203,aroA2,bifunctional 3-deoxy-7-phosphoheptulonate synthase/chorismate mutase,Metabolism,Amino acid biosynthesis,Aromatic amino acid family,3-deoxy-7-phosphoheptulonate synthase,TIGR01361,381.7
SAUSA300_RS09315,1440.8758585851356,-1.4262882153710783,0.11039652538379521,-3.8614278292643793,1.1272631196263573e-4,9.08642393395791e-4,-,TIGR01212 family radical SAM protein,NA,Unknown function,Enzymes of unknown specificity,"radical SAM protein, TIGR01212 family",TIGR01212,433.5
SAUSA300_RS09320,945.5504807794919,-1.4752762900044254,0.09953646970142757,-4.774895989681749,1.7980015767220007e-6,1.7136653464132164e-5,-,rRNA methyltransferase,Genetic information processing,Protein synthesis,tRNA and rRNA base modification,16S rRNA (cytosine(1402)-N(4))-methyltransferase,TIGR00006,31
SAUSA300_RS09325,7883.7830358806295,2.21740503940556,0.10918617855148859,11.14980902854359,7.176021353064444e-29,1.3813841104649054e-27,NA,MarR family transcriptional regulator,Signal transduction,Regulatory functions,DNA interactions,staphylococcal accessory regulator family,TIGR01889,77.1
SAUSA300_RS09350,2222.623349867893,4.2089900490357195,0.0731484374097574,43.86956389867689,0,0,putA,proline dehydrogenase,NA,NA,NA,acidobacterial duplicated orphan permease,TIGR03434,15.5
SAUSA300_RS09355,920.5556026089514,2.2155657672142883,0.11685264360940907,10.40255256250283,2.413790120993613e-25,4.4142186837670696e-24,ribH,"6,7-dimethyl-8-ribityllumazine synthase",Metabolism,"Biosynthesis of cofactors, prosthetic groups, and carriers","Riboflavin, FMN, and FAD","6,7-dimethyl-8-ribityllumazine synthase",TIGR00114,198
SAUSA300_RS09360,1474.311578167804,1.8546481100820504,0.1587457069455767,5.383755734415245,7.294748196734922e-8,7.463088539736496e-7,ribA,riboflavin biosynthesis protein RibBA,Metabolism,"Biosynthesis of cofactors, prosthetic groups, and carriers","Riboflavin, FMN, and FAD","3,4-dihydroxy-2-butanone-4-phosphate synthase",TIGR00506,247.8
SAUSA300_RS09365,671.8060089032418,1.7974266153625504,0.1714247257584787,4.651759609556263,3.291146048523539e-6,3.0766432389712065e-5,ribB,riboflavin synthase,Metabolism,"Biosynthesis of cofactors, prosthetic groups, and carriers","Riboflavin, FMN, and FAD","riboflavin synthase, alpha subunit",TIGR00187,217.3
SAUSA300_RS09370,1594.3040782717135,1.8844294644967867,0.16859473360623597,5.24589022194744,1.555294940158201e-7,1.5801364565635054e-6,ribD,riboflavin biosynthesis protein RibD,Metabolism,"Biosynthesis of cofactors, prosthetic groups, and carriers","Riboflavin, FMN, and FAD",riboflavin biosynthesis protein RibD,TIGR00326,302.8
SAUSA300_RS09435,202.19200283780685,-1.5831071173532973,0.15060049391430053,-3.8718805111297674,1.0799889581759668e-4,8.753594713636783e-4,NA,camphor resistance protein CrcB,NA,Unknown function,General,protein CrcB,TIGR00494,84.9
SAUSA300_RS09465,7865.755746547912,-2.9177330897028235,0.3503391924938733,-5.473932493968286,4.4015679458786206e-8,4.550879084678744e-7,metK,S-adenosylmethionine synthase,Metabolism,Central intermediary metabolism,Other,methionine adenosyltransferase,TIGR01034,621.4
SAUSA300_RS09470,8620.12468197359,5.699595314084362,0.09280652224015054,50.638631861707594,0,0,pckA,phosphoenolpyruvate carboxykinase (ATP),Metabolism,Energy metabolism,Glycolysis/gluconeogenesis,phosphoenolpyruvate carboxykinase (ATP),TIGR00224,792.5
SAUSA300_RS09510,9157.544928079133,2.604739090397578,0.07273105094399253,22.064016256733694,7.007634822940743e-108,4.768451044633632e-106,-,calcium-binding protein,Cellular processes,Cellular processes,Pathogenesis,putative immunoglobulin-blocking virulence protein,TIGR04526,16.2
SAUSA300_RS09515,14802.419194164966,2.634065109210136,0.10026731368995752,16.29708674815928,1.0350960243072493e-59,3.605584484670252e-58,-,DUF4352 domain-containing protein,NA,NA,NA,NA,NA,NA
SAUSA300_RS09520,276.6402699182684,2.534466973304515,0.17029394201480988,9.0106961830214,2.0475252278636424e-19,3.186733413153733e-18,-,hypothetical protein,Metabolism,Transport and binding proteins,Cations and iron carrying compounds,K+-dependent Na+/Ca+ exchanger,TIGR00927,5.8
SAUSA300_RS09525,127.42065605694764,1.7756153959420258,0.18013510628803417,4.305742572476821,1.6642650664804047e-5,1.480133612316615e-4,-,hypothetical protein,NA,NA,NA,NA,NA,NA
SAUSA300_RS09530,207.48078364575505,1.9148425627505585,0.14897219623184801,6.141028902646862,8.198866265270841e-10,9.226877958531723e-9,-,hypothetical protein,NA,NA,NA,NA,NA,NA
SAUSA300_RS09670,103.06132657404511,2.8102957493880316,0.238789354748609,7.581140923530122,3.42529293166805e-14,4.5145978009282496e-13,epiA,lantibiotic epidermin,Cellular processes,Cellular processes,Toxin production and resistance,"lantibiotic, gallidermin/nisin family",TIGR03731,82.7
SAUSA300_RS09675,105.98896952685928,2.5152825545525213,0.3558570797424417,4.258121141356063,2.0615223233333936e-5,1.811415711133186e-4,NA,lantibiotic epidermin,Cellular processes,Cellular processes,Toxin production and resistance,"lantibiotic, gallidermin/nisin family",TIGR03731,70.4
SAUSA300_RS09855,8356.41981507041,2.1625699376661363,0.09148800878932921,12.707347695622092,5.382937355305023e-37,1.202326313100954e-35,fumC,class II fumarate hydratase,Metabolism,Energy metabolism,TCA cycle,"fumarate hydratase, class II",TIGR00979,751.7
SAUSA300_RS10305,4544.7428878120145,1.8632969267524861,0.13034564699307538,6.623135844332023,3.516575679012594e-11,4.1489921116092134e-10,putP,sodium:proline symporter,Metabolism,Transport and binding proteins,"Amino acids, peptides and amines",sodium/proline symporter,TIGR02121,767.6
SAUSA300_RS10380,53.281422355726065,2.0484598124371893,0.27772895645219847,3.7751188274732375,1.5993140722154328e-4,0.0012545825671051894,NA,hypothetical protein,NA,NA,NA,NA,NA,NA
SAUSA300_RS10385,2269.267774534442,1.786876880284406,0.12771262985624976,6.161308252520486,7.214639435483719e-10,8.150592659546471e-9,sdcS,sodium-dependent dicarboxylate transporter SdcS,Metabolism,Transport and binding proteins,Cations and iron carrying compounds; Anions,"transporter, divalent anion:Na+ symporter (DASS) family",TIGR00785,293.9
SAUSA300_RS10485,139.19167689400587,1.530412850663675,0.15448416784779465,3.433444721573434,5.95963711718958e-4,0.004370400552605692,NA,hypothetical protein,NA,NA,NA,NA,NA,NA
SAUSA300_RS10665,816.996470069848,1.6085480520476343,0.16516922852127072,3.684391199836988,2.2924992191885097e-4,0.0017652243987751526,-,hypothetical protein,Genetic information processing; Signal transduction,Mobile and extrachromosomal element functions; Regulatory functions,Prophage functions; DNA interactions,"phage transcriptional regulator, RinA family",TIGR01636,47
SAUSA300_RS10670,189.048097839678,1.782354886972608,0.24880399338054096,3.144462740901474,0.0016639209846522698,0.011788457145502522,-,hypothetical protein,NA,NA,NA,NA,NA,NA
SAUSA300_RS10680,247.46158280419735,1.673014499894316,0.24312218265491925,2.768215111204286,0.005636423965558845,0.03656421201187726,-,hypothetical protein,NA,NA,NA,NA,NA,NA
SAUSA300_RS10690,61.16779908216209,1.7441344470686673,0.26757870358825997,2.7809927960997722,0.005419293971251023,0.03523745368862332,NA,hypothetical protein,NA,NA,NA,XrtN system VIT domain protein,TIGR04477,10
SAUSA300_RS10710,59.19644996088295,2.363339026733678,0.4263936758712407,3.197371593159766,0.0013868614225480299,0.009945971868567488,-,hypothetical protein,NA,NA,NA,NA,NA,NA
SAUSA300_RS10815,931.1039560469304,1.4630475685919964,0.11149916037086774,4.1529242646474716,3.2825340132365434e-5,2.8249101537441545e-4,-,ATP-dependent helicase,Genetic information processing,DNA metabolism,"DNA replication, recombination, and repair","DNA polymerase III, alpha subunit, Gram-positive type",TIGR01405,62.5
SAUSA300_RS10820,696.1143943295048,1.8738656381905847,0.17142444654546535,5.09767221537342,3.4385555047538026e-7,3.4221814309216415e-6,NA,hypothetical protein,NA,NA,NA,NA,NA,NA
SAUSA300_RS10825,483.84079214332303,1.667751916987971,0.14874704773719072,4.4891776149249605,7.149866445845074e-6,6.558153360671689e-5,NA,hypothetical protein,NA,NA,NA,NA,NA,NA
SAUSA300_RS10830,903.000315023131,1.707126248523661,0.15467704446675945,4.5716302051247455,4.839444309475199e-6,4.4810803954191244e-5,-,toxin MazF,NA,NA,NA,NA,NA,NA
SAUSA300_RS10855,1849.4243517097443,-1.4545140259117586,0.10702349820410825,-4.246861983944302,2.1678540698606986e-5,1.8934749278843e-4,-,succinyl-diaminopimelate desuccinylase,Genetic information processing,Protein fate,"Degradation of proteins, peptides, and glycopeptides","peptidase, ArgE/DapE family",TIGR01910,300
SAUSA300_RS10930,33347.35722920592,3.347096569131019,0.14614496829729137,16.06005732853219,4.86101787648187e-58,1.5803709229539946e-56,hld,delta-hemolysin,NA,NA,NA,NA,NA,NA
