GeneID,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,pan_gene_symbol,product,TIGRFAM Meta Role,TIGRFAM Main Role,TIGRFAM Sub Role,TIGRFAM function,TIGRFAM,TIGRFAM HMM score
SAUSA300_RS06645,4873.535966705421,-4.242726840619981,0.19684292514248028,470.66635124307004,6.253172636873672e-103,2.5919840944111572e-101,hom,homoserine dehydrogenase,Signal transduction,Regulatory functions,Protein interactions,Phr family secreted Rap phosphatase inhibitor,TIGR04429,12.4
SAUSA300_RS06650,5400.751542660273,-3.9584861544814784,0.14750366186316222,755.1256314253382,1.063047239700898e-164,9.480448564968917e-163,thrC,threonine synthase,Metabolism,Amino acid biosynthesis,Aspartate family,threonine synthase,TIGR00260,352.3
SAUSA300_RS06655,4405.924154789683,-4.395442166831588,0.13475998489034935,1099.6341493391599,1.6499789924731437e-239,2.207221897658392e-237,thrB,homoserine kinase,Metabolism,Amino acid biosynthesis,Aspartate family,homoserine kinase,TIGR00191,260.2
SAUSA300_RS06660,5199.922774957589,-2.028258283543553,0.11313966051551651,476.70848894880993,3.048364438078946e-104,1.3001937016328025e-102,-,HAD family phosphatase,NA,Unknown function,Enzymes of unknown specificity,Cof-like hydrolase,TIGR00099,186.2
SAUSA300_RS06665,1472.6085619023738,1.441354300299665,0.11795699091346078,202.8559445672763,8.920543730728934e-45,1.434598918007391e-43,-,hypothetical protein,NA,NA,NA,NA,NA,NA
SAUSA300_RS06675,2592.2753038604983,-1.5600146313797851,0.1273931609617161,180.5065498425066,6.360638710624853e-40,8.54765284263422e-39,-,gamma-aminobutyrate permease,Metabolism,Transport and binding proteins,"Amino acids, peptides and amines",amino acid permease (yeast),TIGR00913,396.2
SAUSA300_RS06710,13858.227430377347,1.8592343698792346,0.12557376178142673,233.04273810705638,2.485492152333338e-51,4.433214184434554e-50,lexA,LexA repressor,Genetic information processing; Signal transduction,DNA metabolism; Regulatory functions,"DNA replication, recombination, and repair; DNA interactions",repressor LexA,TIGR00498,250.9
SAUSA300_RS06715,2570.265518214283,2.8039438423437324,0.10969347633357383,670.0919201933094,3.1001902496907194e-146,2.0736045238272244e-144,NA,hypothetical protein,NA,NA,NA,NA,NA,NA
SAUSA300_RS06720,957.3498921819507,1.7965133345302131,0.20150726424068804,90.1370528435426,2.672930505450312e-20,1.7757188436885484e-19,-,hypothetical protein,Genetic information processing,DNA metabolism,"DNA replication, recombination, and repair",DNA (cytosine-5-)-methyltransferase,TIGR00675,14.4
SAUSA300_RS06740,1471.5207786310293,1.055601125347782,0.09718799076737131,248.23773535427046,1.246983387383797e-54,2.3676594252067836e-53,-,membrane protein,Metabolism,Transport and binding proteins,Cations and iron carrying compounds,multicomponent Na+:H+ antiporter,TIGR00942,13.5
SAUSA300_RS06745,975.1856881713702,2.3848595019354564,0.10984552174539779,589.5554103361507,9.542655758911765e-129,5.400776134322562e-127,sbcD,exonuclease sbcCD subunit D,Genetic information processing,DNA metabolism,"DNA replication, recombination, and repair","exonuclease SbcCD, D subunit",TIGR00619,185
SAUSA300_RS06750,5467.593775749318,2.8760545835083686,0.15532748548828484,386.43316543203457,1.2220931623949676e-84,3.883426573674013e-83,sbcC,nuclease SbcCD subunit C,Genetic information processing,DNA metabolism,"DNA replication, recombination, and repair",exonuclease SbcC,TIGR00618,262.3
SAUSA300_RS06755,8150.318804322123,-1.2791794968506647,0.11003979956727947,167.3012056311448,4.68818552157873e-37,5.896294867524018e-36,mscL,large-conductance mechanosensitive channel,Cellular processes,Cellular processes,Adaptations to atypical conditions,large conductance mechanosensitive channel protein,TIGR00220,126.6
SAUSA300_RS06765,79692.26093644218,1.7768343173352403,0.1648743777514567,183.76420533614925,1.2476989959167808e-40,1.7569273420971703e-39,citB,aconitate hydratase,Metabolism,Energy metabolism,TCA cycle,aconitate hydratase 1,TIGR01341,1440.3
SAUSA300_RS06800,3310.5052852750273,-1.054888329494285,0.07801305867254502,222.1061935759908,5.891866077024613e-49,1.0140211616773938e-47,alsT,alanine:cation symporter family protein,NA,NA,NA,amino acid carrier protein,TIGR00835,508.5
SAUSA300_RS06835,1903.4110722288415,1.2623425424894565,0.148588769905221,93.33673610197638,5.3974083430237245e-21,3.782041131790196e-20,dmpI,tautomerase,Metabolism,Energy metabolism,Other,4-oxalocrotonate tautomerase family enzyme,TIGR00013,79.2
SAUSA300_RS06840,8159.110203075968,3.679791310398255,0.17314295075808475,426.45424234892266,2.4925155809928694e-93,8.94569921324636e-92,-,DNA repair protein MucB,NA,NA,NA,NA,NA,NA
SAUSA300_RS06845,4923.829721287812,2.5357470928265124,0.16403413614530682,235.3041766077101,8.023193477489754e-52,1.4575468150773054e-50,tyrA,prephenate dehydrogenase,Metabolism,Amino acid biosynthesis,Serine family,phosphoglycerate dehydrogenase,TIGR01327,23.8
SAUSA300_RS06850,5730.907130110931,3.1267896985675474,0.1612561005732909,372.13774054809016,1.5535183448020513e-81,4.665310702808609e-80,-,aminopeptidase,NA,NA,NA,"hydrolase, peptidase M42 family",TIGR03106,328
SAUSA300_RS06880,57.010293432508114,-1.3011429336371814,0.2748357810155088,56.365246750589385,5.760261273305277e-13,2.5530796577315405e-12,trpB,tryptophan synthase subunit beta,Metabolism,Amino acid biosynthesis,Aromatic amino acid family,"tryptophan synthase, beta subunit",TIGR00263,650.9
SAUSA300_RS06990,438.60841187384807,-2.2805513900198426,0.13681625693924773,292.6507505434359,2.829416990197034e-64,6.608709684245929e-63,lysC,aspartate kinase,Metabolism,Amino acid biosynthesis,Aspartate family,aspartate kinase,TIGR00657,354
SAUSA300_RS06995,1975.2786622002327,-2.9902804301868584,0.12653592223682267,713.7317046508406,1.0354510083437892e-155,8.352729738856592e-154,asd,aspartate-semialdehyde dehydrogenase,Metabolism,Amino acid biosynthesis,Aspartate family,aspartate-semialdehyde dehydrogenase,TIGR01296,379.1
SAUSA300_RS07000,2275.5077091249827,-3.283992826074509,0.12367639946077516,855.4624688445585,1.7325475101869065e-186,1.8210311866000234e-184,dapA,4-hydroxy-tetrahydrodipicolinate synthase,Metabolism,Amino acid biosynthesis,Aspartate family,4-hydroxy-tetrahydrodipicolinate synthase,TIGR00674,282
SAUSA300_RS07005,1920.0158096510625,-3.297412940675117,0.12398609192697821,910.8376814028663,1.6372331466803296e-198,1.85322198103085e-196,dapB,4-hydroxy-tetrahydrodipicolinate reductase,Metabolism,Amino acid biosynthesis,Aspartate family,4-hydroxy-tetrahydrodipicolinate reductase,TIGR00036,165.6
SAUSA300_RS07010,2047.6922839921867,-3.044746518135275,0.13104445054510536,689.968441407899,1.4971199739678814e-150,1.0746400203384086e-148,dapD,"2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase",NA,NA,NA,"2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase",TIGR03532,376.9
SAUSA300_RS07015,1008.3139463276623,-2.9009974886634273,0.12390054408253628,699.5566360478401,1.2393860191870486e-152,9.352597575557652e-151,dapI,hydrolase,Genetic information processing,Protein fate,"Degradation of proteins, peptides, and glycopeptides",amidohydrolase,TIGR01891,279.6
SAUSA300_RS07020,798.4470607611422,-2.9856812319991337,0.13527873743830637,618.7631628724438,4.3379683568762984e-135,2.553328174857389e-133,alr2,alanine racemase 2,Cell structure,Cell envelope,Biosynthesis and degradation of murein sacculus and peptidoglycan,alanine racemase,TIGR00492,148.9
SAUSA300_RS07025,1782.146726183919,-1.3755433724602855,0.10923891311912871,259.785772410856,3.874683938546125e-57,7.810407418589895e-56,lysA,diaminopimelate decarboxylase,Metabolism,Amino acid biosynthesis,Aspartate family,diaminopimelate decarboxylase,TIGR01048,461.8
SAUSA300_RS07075,475.84180590455134,-1.081996917997978,0.13260703433465376,66.58184618577613,3.4828582818380194e-15,1.779522903376613e-14,brnQ3,branched-chain amino acid transport system II carrier protein,Metabolism,Transport and binding proteins,"Amino acids, peptides and amines",branched-chain amino acid transport system II carrier protein,TIGR00796,520.7
SAUSA300_RS07090,1209.6744475978483,1.0819733673711271,0.1271414853757239,74.99891985042642,5.178350947509002e-17,2.9139362979959834e-16,-,hypothetical protein,NA,NA,NA,SH3 domain protein,TIGR04211,12.3
SAUSA300_RS07125,119.78873458526857,1.8539423408119684,0.20842996262619284,152.98324800072703,6.0271192570258415e-34,6.94276479517269e-33,NA,hypothetical protein,NA,NA,NA,NA,NA,NA
SAUSA300_RS07335,6112.876868760971,1.0337924583080051,0.08294458880324507,194.391452795072,6.143733389132517e-43,9.417191335529686e-42,asnC,asparagine--tRNA ligase,Genetic information processing,Protein synthesis,tRNA aminoacylation,asparagine--tRNA ligase,TIGR00457,546.9
SAUSA300_RS07385,1444.232932939342,-1.2645992125310943,0.08277542296362675,289.49175475635855,1.37297989072213e-63,3.156781108121272e-62,aroA,3-phosphoshikimate 1-carboxyvinyltransferase,Metabolism,Amino acid biosynthesis,Aromatic amino acid family,3-phosphoshikimate 1-carboxyvinyltransferase,TIGR01356,379.1
SAUSA300_RS07390,950.180199117252,-1.363741028159886,0.11079767366739597,191.02535308824844,3.306523586979131e-42,4.914696422464436e-41,aroB,3-dehydroquinate synthase,Metabolism,Amino acid biosynthesis,Aromatic amino acid family,3-dehydroquinate synthase,TIGR01357,376
SAUSA300_RS07395,1106.5708095489013,-1.0262542423082197,0.11824045464229237,122.99625691548681,1.9575017699977615e-27,1.8116124871394376e-26,aroC,chorismate synthase,Metabolism,Amino acid biosynthesis,Aromatic amino acid family,chorismate synthase,TIGR00033,404.6
SAUSA300_RS07400,41.752707564017086,2.185218109362462,0.2964125843087193,101.45884233188424,9.300200628848044e-23,6.982267972117294e-22,NA,hypothetical protein,NA,NA,NA,NA,NA,NA
SAUSA300_RS07450,394.10642130189996,1.779210680780457,0.24958244295066045,49.2490854405023,2.0216081381521685e-11,7.996764449706764e-11,NA,hypothetical protein,NA,NA,NA,NA,NA,NA
SAUSA300_RS07500,3101.999869502557,1.2403934816621751,0.15034201189239008,116.58929873364849,4.818983679822712e-26,4.159023158275144e-25,fer,ferredoxin,Metabolism,Energy metabolism,Electron transport,"NADH-quinone oxidoreductase, chain I",TIGR01971,14.6
SAUSA300_RS07965,2852.9937912544765,-1.1070978869293808,0.150696936146256,52.78228116574576,3.455200657840134e-12,1.4610137264401604e-11,-,glyoxalase,NA,NA,NA,methylmalonyl-CoA epimerase,TIGR03081,16.4
SAUSA300_RS08070,1762.85081995755,1.6106974175708884,0.17460186332370173,88.8753801653986,5.022921704164279e-20,3.314452595371182e-19,-,hypothetical protein,NA,NA,NA,NA,NA,NA
SAUSA300_RS08175,12483.818397176492,1.0670011145334581,0.14213868356265447,58.44045937899253,2.0408706773540564e-13,9.183918048093253e-13,gcvT,aminomethyltransferase,Metabolism,Energy metabolism,Amino acids and amines,glycine cleavage system T protein,TIGR00528,442
SAUSA300_RS08355,4967.12517265755,1.1527985050279184,0.12011695863645443,89.97677656322801,2.89595106885437e-20,1.919545944963606e-19,-,hypothetical protein,Cellular processes,Cellular processes,Pathogenesis,putative immunoglobulin-blocking virulence protein,TIGR04526,17.2
SAUSA300_RS08360,4719.709555855251,1.0769593432200193,0.13334694501224922,63.836753418102376,1.3741214656843615e-14,6.728851037452705e-14,-,hypothetical protein,Metabolism,Transport and binding proteins,Cations and iron carrying compounds,"cobalt ABC transporter, ATP-binding protein",TIGR01166,14.9
SAUSA300_RS08395,13249.896188276552,1.0202061102753928,0.08799793356874779,140.61077190522553,2.92926614793504e-31,3.089903323789542e-30,dnaK,molecular chaperone DnaK,Genetic information processing,Protein fate,Protein folding and stabilization,chaperone protein DnaK,TIGR02350,938.7
SAUSA300_RS08655,2446.3329210393154,-1.1620604069097231,0.10744587547675065,133.3859040604388,1.0854728153733483e-29,1.0828971171673778e-28,lytH,cell wall amidase,Cell structure; Cellular processes,Cell envelope; Cellular processes,Biosynthesis and degradation of murein sacculus and peptidoglycan; Sporulation and germination,N-acetylmuramoyl-L-alanine amidase CwlD,TIGR02883,115.1
SAUSA300_RS08665,6505.277046115216,-1.1866359355192306,0.06498427795283866,390.31958693389714,1.7505664784826318e-85,5.661447413378446e-84,relA,"bifunctional (p)ppGpp synthetase/guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase",Cellular processes,Cellular processes,Adaptations to atypical conditions,RelA/SpoT family protein,TIGR00691,802.9
SAUSA300_RS08745,139.0348915071502,2.3602606455559365,0.23415545076233277,186.06141561231055,3.956188281755951e-41,5.7354985779348586e-40,NA,hypothetical protein,NA,NA,NA,NA,NA,NA
SAUSA300_RS08750,819.031625236506,2.7767525642083704,0.169294106575817,448.5810177519162,3.907236073484814e-98,1.5130257584560273e-96,-,DUF4930 domain-containing protein,NA,NA,NA,NA,NA,NA
SAUSA300_RS15375,485.6992269819362,2.4759650940561277,0.17206849504914493,317.157011646152,1.3496773899880596e-69,3.4242246195990163e-68,NA,hypothetical protein,NA,NA,NA,NA,NA,NA
SAUSA300_RS08810,397.05751244165356,1.1529976999826024,0.13064355990280138,78.64725734397226,8.355357934691642e-18,4.937714538513554e-17,hemD,uroporphyrinogen III methyltransferase,NA,NA,NA,NA,NA,NA
SAUSA300_RS08910,5180.092492984664,2.9042393843646335,0.1052375498663189,1088.0973251938544,5.280413677505931e-237,6.756633675173893e-235,gapB,aldehyde dehydrogenase,Metabolism,Energy metabolism,Glycolysis/gluconeogenesis,"glyceraldehyde-3-phosphate dehydrogenase, type I",TIGR01534,412.6
SAUSA300_RS08935,2973.458010164668,1.4154702507780654,0.08163471635950194,342.76566249733753,3.710069931433404e-75,1.0704642949224028e-73,phoR,sensor histidine kinase,Signal transduction,Signal transduction,Two-component systems,phosphate regulon sensor kinase PhoR,TIGR02966,307.5
SAUSA300_RS08940,1172.1058427763635,1.1026323481187998,0.1072011317588775,125.32465706085166,6.11077785387773e-28,5.782642837286869e-27,phoP,DNA-binding response regulator,Signal transduction,Regulatory functions; Signal transduction,DNA interactions; Two-component systems,phosphate regulon transcriptional regulatory protein PhoB,TIGR02154,241.6
SAUSA300_RS08950,44314.321992913705,1.6573644434620378,0.09613709395363591,402.0605322208314,4.9392923554798976e-88,1.6902717909508533e-86,citC,isocitrate dehydrogenase (NADP(+)),Metabolism,Energy metabolism,TCA cycle,"isocitrate dehydrogenase, NADP-dependent",TIGR00183,700
SAUSA300_RS08955,15461.745806847352,1.6438023559389305,0.14926604081224196,154.08821878966162,3.4687134688926404e-34,4.0997685698598555e-33,citZ,citrate synthase,NA,NA,NA,2-methylcitrate synthase/citrate synthase II,TIGR01800,490.6
SAUSA300_RS09015,6217.82213856834,2.012118044205545,0.1019415667913905,406.1419330368143,6.418001382278528e-89,2.2221385962406717e-87,uspA2,universal stress protein,NA,Unknown function,Enzymes of unknown specificity,"HAD hydrolase, family IIIA",TIGR01662,14
SAUSA300_RS09035,3453.419210579671,1.5311005469950107,0.2234297816072881,58.43303724808183,2.0484585528666122e-13,9.203990108528916e-13,ald2,alanine dehydrogenase,Metabolism,Energy metabolism,Amino acids and amines,alanine dehydrogenase,TIGR00518,575.8
SAUSA300_RS09040,7874.337177143905,1.06161740173307,0.11271773231209001,88.32025978701395,6.629782288802582e-20,4.355234213380804e-19,uspA1,universal stress protein UspA,Genetic information processing,DNA metabolism,"DNA replication, recombination, and repair",deoxyribodipyrimidine photolyase,TIGR00591,16.1
SAUSA300_RS09110,1121.5518807183726,-2.373212005328338,0.17880619708104675,277.747253551931,4.874725994780357e-61,1.0786705716269619e-59,-,alanine--glyoxylate aminotransferase family protein,NA,NA,NA,2-aminoethylphosphonate aminotransferase,TIGR03301,171.9
SAUSA300_RS09115,1598.676886734332,-2.6029891853083433,0.15705404355366662,471.78124287010917,3.5810037683449556e-103,1.5055562986056006e-101,serA,D-3-phosphoglycerate dehydrogenase,Metabolism,Amino acid biosynthesis,Serine family,phosphoglycerate dehydrogenase,TIGR01327,745.7
SAUSA300_RS09120,42.93589156592585,-1.5384447383317532,0.33185439517532955,66.9557565594996,2.8889644472509928e-15,1.4864025119335092e-14,NA,hypothetical protein,NA,NA,NA,NA,NA,NA
SAUSA300_RS09125,1204.8850393431374,-1.1860073620895266,0.13578145376213083,193.72396410136972,8.577795519767986e-43,1.3080027054236883e-41,-,HAD family hydrolase,NA,NA,NA,AHBA synthesis associated protein,TIGR01454,30.7
SAUSA300_RS09140,2195.0107712463378,1.1607849299459903,0.07253971199837218,275.991167379191,1.1729499378692676e-60,2.5197019468242736e-59,htrA1,serine protease,Genetic information processing,Protein fate,"Degradation of proteins, peptides, and glycopeptides; Protein folding and stabilization",peptidase Do,TIGR02037,291.6
SAUSA300_RS09165,20322.805692274123,1.267840167794104,0.11571607537939224,140.35112870815846,3.335336349604323e-31,3.5056767417448294e-30,fhs,formate--tetrahydrofolate ligase,NA,NA,NA,NA,NA,NA
SAUSA300_RS09180,1693.0435898002631,1.0509865783099237,0.11232073041940595,90.94286692723051,1.786517861130992e-20,1.2031400607113294e-19,acuC,acetoin utilization protein AcuC,NA,NA,NA,NA,NA,NA
SAUSA300_RS09195,3498.17906186641,-1.1833592242903277,0.10744251677357883,257.94503201904945,9.726307143704222e-57,1.921108853954465e-55,aroA2,bifunctional 3-deoxy-7-phosphoheptulonate synthase/chorismate mutase,Metabolism,Amino acid biosynthesis,Aromatic amino acid family,3-deoxy-7-phosphoheptulonate synthase,TIGR01361,381.7
SAUSA300_RS09315,1274.1790177767637,-1.3734718718585108,0.12441332318012872,129.21097449071408,8.753734869004717e-29,8.530543615722147e-28,-,TIGR01212 family radical SAM protein,NA,Unknown function,Enzymes of unknown specificity,"radical SAM protein, TIGR01212 family",TIGR01212,433.5
SAUSA300_RS09320,815.2329932690018,-1.2267720111255058,0.11636872425588786,130.49666351210504,4.602667104388757e-29,4.500215710370802e-28,-,rRNA methyltransferase,Genetic information processing,Protein synthesis,tRNA and rRNA base modification,16S rRNA (cytosine(1402)-N(4))-methyltransferase,TIGR00006,31
SAUSA300_RS09325,8971.751803123963,2.0453024114132283,0.12467455714525205,301.13014435637854,4.07774426548763e-66,9.91801766390917e-65,NA,MarR family transcriptional regulator,Signal transduction,Regulatory functions,DNA interactions,staphylococcal accessory regulator family,TIGR01889,77.1
SAUSA300_RS09340,2297.498092571431,1.0850931626110076,0.09460973668442214,139.5527592092646,4.971682321895508e-31,5.206996823252128e-30,-,alpha/beta hydrolase,Metabolism,"Biosynthesis of cofactors, prosthetic groups, and carriers",Menaquinone and ubiquinone,"2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase",TIGR03695,32.7
SAUSA300_RS09350,2766.728440713202,2.357446450543202,0.073038206168155,1284.6537553104451,1.0989589143174662e-279,2.310168632025931e-277,putA,proline dehydrogenase,NA,NA,NA,acidobacterial duplicated orphan permease,TIGR03434,15.5
SAUSA300_RS09355,1066.723416567874,1.154122358674838,0.12896236784677656,115.7241436321619,7.427138092067244e-26,6.317360521662977e-25,ribH,"6,7-dimethyl-8-ribityllumazine synthase",Metabolism,"Biosynthesis of cofactors, prosthetic groups, and carriers","Riboflavin, FMN, and FAD","6,7-dimethyl-8-ribityllumazine synthase",TIGR00114,198
SAUSA300_RS09435,176.85531031596352,-1.6330972572899753,0.17136558318252917,92.50409730434887,8.184468727889369e-21,5.627778379948227e-20,NA,camphor resistance protein CrcB,NA,Unknown function,General,protein CrcB,TIGR00494,84.9
SAUSA300_RS09455,1119.8902293639035,1.374146614134979,0.10324503546890737,181.56347863613,3.749657122105753e-40,5.1566546310080525e-39,-,aldo/keto reductase,NA,NA,NA,voltage-dependent potassium channel beta subunit,TIGR01293,44.7
SAUSA300_RS09465,6062.459841803122,-2.9731479312084614,0.4025123672671558,53.04774390973046,3.0257202462120127e-12,1.2830972168014342e-11,metK,S-adenosylmethionine synthase,Metabolism,Central intermediary metabolism,Other,methionine adenosyltransferase,TIGR01034,621.4
SAUSA300_RS09470,10972.466249504794,2.1394406810568487,0.09518243656692656,763.7089180097449,1.454506157182065e-166,1.4268705401956057e-164,pckA,phosphoenolpyruvate carboxykinase (ATP),Metabolism,Energy metabolism,Glycolysis/gluconeogenesis,phosphoenolpyruvate carboxykinase (ATP),TIGR00224,792.5
SAUSA300_RS09670,120.04009590316821,2.6466924646510313,0.25798452877391537,168.62986648306904,2.4126245968140543e-37,3.073746401915048e-36,epiA,lantibiotic epidermin,Cellular processes,Cellular processes,Toxin production and resistance,"lantibiotic, gallidermin/nisin family",TIGR03731,82.7
SAUSA300_RS09720,136.94079459070227,-1.4313310639549546,0.21287116736205736,63.72564437579801,1.4526204234492957e-14,7.089654902506263e-14,trnaH,tRNA-His,NA,NA,NA,NA,NA,NA
SAUSA300_RS09725,192.05996026251003,-1.3702942738165438,0.1848671341041397,86.04778981263881,2.0651892331989526e-19,1.3184060549467501e-18,trnaF,tRNA-Phe,NA,NA,NA,NA,NA,NA
SAUSA300_RS09730,53.287133453448284,-1.6181926282514512,0.24757313758498325,72.0456811286725,2.2671440770598315e-16,1.2333096153026033e-15,trnaD,tRNA-Asp,NA,NA,NA,NA,NA,NA
SAUSA300_RS09800,3067.217348253469,1.8362063340905013,0.0999793053079307,490.88969610234244,2.538965968663182e-107,1.1495656685808839e-105,prsA,foldase,Metabolism,Central intermediary metabolism,Nitrogen fixation,nitrogen fixation protein NifM,TIGR02933,49.5
SAUSA300_RS09825,14910.234976202391,1.288462147543723,0.1240721182043329,181.12010927364724,4.680238559760483e-40,6.347438747177466e-39,-,hypothetical protein,Metabolism,Transport and binding proteins,Cations and iron carrying compounds,ferrous iron transport protein B,TIGR00437,5.7
SAUSA300_RS09900,2145.149423289853,-1.0843700267776317,0.1051145127220776,114.01866657784733,1.7424532533161336e-25,1.4568295240083471e-24,-,PTS transporter subunit IIC,NA,NA,NA,NA,NA,NA
SAUSA300_RS09930,186.4303717386186,-1.3338364622500822,0.23248954048442194,51.436808150028796,6.770785054026268e-12,2.810496532298915e-11,trnaH,tRNA-His,NA,NA,NA,NA,NA,NA
SAUSA300_RS09935,101.73602237939477,-1.2433790228576456,0.2060257863620943,55.692139113404465,8.06502371632219e-13,3.537312190333264e-12,trnaW,tRNA-Trp,NA,NA,NA,NA,NA,NA
SAUSA300_RS09945,62.245323542409366,-1.8604363543100366,0.28696688910892243,77.95633207531829,1.1803140454018661e-17,6.864949082248403e-17,trnaT,tRNA-Thr,NA,NA,NA,NA,NA,NA
SAUSA300_RS09965,157.47908843349208,-2.021992353274495,0.30563510313248987,64.82151341846237,8.398219219361314e-15,4.1820573879154565e-14,trnaS,tRNA-Ser,NA,NA,NA,NA,NA,NA
SAUSA300_RS09970,141.69391222755903,-1.2908635924671288,0.17951764795092257,92.92243938185169,6.6397031884135464e-21,4.587006216784288e-20,trnaD,tRNA-Asp,NA,NA,NA,NA,NA,NA
SAUSA300_RS09975,116.73480684742077,-1.4652977101852387,0.2569198795189034,53.43484796580981,2.4932750640796044e-12,1.0649794649617236e-11,trnaS,tRNA-Ser,NA,NA,NA,NA,NA,NA
SAUSA300_RS09980,142.90376211133108,-1.3645382828583776,0.20482954133125497,87.01397870386414,1.2739565035858846e-19,8.186144083085717e-19,trnaM,tRNA-Met,NA,NA,NA,NA,NA,NA
SAUSA300_RS09995,111.69086503332399,-1.8229272156472682,0.24716829691054962,77.11518145245822,1.7974263831992784e-17,1.0372207540697012e-16,trnaP,tRNA-Pro,NA,NA,NA,NA,NA,NA
SAUSA300_RS10000,175.86129498104248,-1.4186685896483082,0.2211213330358437,69.40225416990697,8.501430155668231e-16,4.491868751908726e-15,trnaR,tRNA-Arg,NA,NA,NA,NA,NA,NA
SAUSA300_RS10185,1542.6347009783806,1.39101786044424,0.13238655064581842,144.64587505039879,3.895357465566544e-32,4.261723799688601e-31,vraR,DNA-binding response regulator,Cellular processes,Cellular processes,Sporulation and germination,sporulation transcription factor Spo0A,TIGR02875,72.3
SAUSA300_RS10190,1578.8413285209958,1.278323835483423,0.1129454249663116,153.5905846412768,4.448650719763831e-34,5.2160872781932084e-33,vraS,two-component sensor histidine kinase,Signal transduction,Signal transduction,Two-component systems,phosphate regulon sensor kinase PhoR,TIGR02966,17.5
SAUSA300_RS10195,668.1733509907154,1.1095255750727797,0.13374932234506479,95.35011195162492,1.972360358500918e-21,1.426205536871794e-20,vraT,transporter,NA,NA,NA,"flavivirus envelope glycoprotein E, stem/anchor domain",TIGR04240,9.2
SAUSA300_RS10200,701.5460685950825,1.344118483136479,0.11893281033886503,181.3938921515766,4.08147174005407e-40,5.5610052458236704e-39,vraU,hypothetical protein,NA,NA,NA,two transmembrane protein,TIGR04527,15.6
SAUSA300_RS10485,149.83521959406235,1.5636224338022238,0.17812232424829527,103.42498768963252,3.4797598891901124e-23,2.659982689321169e-22,NA,hypothetical protein,NA,NA,NA,NA,NA,NA
SAUSA300_RS10505,104.68329449021145,-1.1028282582639362,0.2398689629647677,93.89021398356729,4.0925979380861106e-21,2.916347634815357e-20,hlb-1,hypothetical protein,Cellular processes,Cellular processes,Pathogenesis,sphingomyelin phosphodiesterase,TIGR03395,14
SAUSA300_RS10810,1210.3284234413736,1.03772318541194,0.11248221470624231,98.61150204495857,3.8617522196476356e-22,2.8412841956057478e-21,-,XRE family transcriptional regulator,Genetic information processing; Signal transduction,DNA metabolism; Regulatory functions,"DNA replication, recombination, and repair; DNA interactions",repressor LexA,TIGR00498,41.6
SAUSA300_RS10815,994.6077065030273,1.706658402841721,0.1245749894029529,211.03780770622834,1.491840249415877e-46,2.4665650865342283e-45,-,ATP-dependent helicase,Genetic information processing,DNA metabolism,"DNA replication, recombination, and repair","DNA polymerase III, alpha subunit, Gram-positive type",TIGR01405,62.5
SAUSA300_RS10820,764.7921280665487,2.1903521812239837,0.19292930388606572,145.8132199057216,2.173009391018686e-32,2.3951934972913833e-31,NA,hypothetical protein,NA,NA,NA,NA,NA,NA
SAUSA300_RS10825,526.778903550785,1.6432624134271023,0.16471064134418398,127.75325455748253,1.8144008900372932e-28,1.7565071774275505e-27,NA,hypothetical protein,NA,NA,NA,NA,NA,NA
SAUSA300_RS10830,984.5420977983053,1.7263303068332305,0.16647852567894025,135.57946626971784,3.62487445630133e-30,3.6786225947913153e-29,-,toxin MazF,NA,NA,NA,NA,NA,NA
SAUSA300_RS10860,293.3957664856215,1.293086823446285,0.15357844909595583,120.02402228022575,8.651964203596794e-27,7.763027637556514e-26,-,hypothetical protein,NA,Unknown function,Enzymes of unknown specificity,"methyltransferase, TIGR00027 family",TIGR00027,42.2
SAUSA300_RS10900,4989.77692852702,1.098222620578852,0.15111846923188882,64.84894396214054,8.283821649943756e-15,4.132082561997369e-14,groEL,molecular chaperone GroEL,Genetic information processing,Protein fate,Protein folding and stabilization,chaperonin GroL,TIGR02348,823.7
SAUSA300_RS10915,3735.239047646137,-1.08322646770147,0.09446390013010744,133.32519446630812,1.11892730579169e-29,1.1125010341030217e-28,sdrH,hypothetical protein,NA,NA,NA,NA,NA,NA
SAUSA300_RS10930,40244.535831564055,2.389133660193229,0.15805864366287836,301.923434789028,2.742579067211131e-66,6.782697642691057e-65,hld,delta-hemolysin,NA,NA,NA,NA,NA,NA
SAUSA300_RS10935,4142.277242399729,1.2062493665997973,0.1339886032373217,127.57544845967834,1.983094243236551e-28,1.9072700515833888e-27,agrB,accessory gene regulator AgrB,NA,NA,NA,cxxc_20_cxxc protein,TIGR04104,6.7
SAUSA300_RS10940,1083.227969062205,1.486088041685425,0.1910679131771402,86.91768170623689,1.3367962776446438e-19,8.571223191956834e-19,agrD,cyclic lactone autoinducer peptide,NA,NA,NA,cyclic lactone autoinducer peptide,TIGR04223,33.2
SAUSA300_RS10945,5452.254658659321,1.3287412893165251,0.12025399943566034,159.8012916099346,1.9933815138384814e-35,2.394498691929245e-34,agrC,ATP-binding protein,NA,NA,NA,NA,NA,NA
